ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE
10375;44;100;11;5208.72;10/2/2022;Shipped;1;2;2022;Planes;80;S700_3167;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;France;EMEA;Labrune;Janine;Medium
10295;46;84.97;3;3908.62;11/2/2022;Shipped;3;9;2022;Vintage Cars;88;S24_3151;Gifts4AllAges.com;6175559555;8616 Spinnaker Dr.;;Boston;MA;51003;USA;NA;Yoshido;Juri;Medium
10237;39;100;9;7023.9;12/2/2022;Shipped;2;4;2022;Motorcycles;193;S10_4698;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;NA;Frick;Michael;Large
10287;41;100;4;6499.32;12/2/2022;Shipped;3;8;2022;Classic Cars;141;S18_1129;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Medium
10301;32;100;4;3424.64;13/2/2022;Shipped;4;10;2022;Classic Cars;124;S18_1589;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Medium
10148;34;100;1;3598.22;13/2/2022;Shipped;3;9;2022;Vintage Cars;92;S18_4409;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Medium
10417;35;100;3;3550.05;13/2/2022;Disputed;2;5;2022;Motorcycles;112;S24_1578;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10143;32;100;7;5248;14/2/2022;Shipped;3;8;2022;Planes;157;S18_1662;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;USA;NA;Tam;Wing C;Medium
10353;28;71.73;2;2008.44;15/2/2022;Shipped;4;12;2022;Planes;109;S24_1785;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;NA;Lewis;Dan;Small
10264;34;97.97;7;3330.98;15/2/2022;Shipped;2;6;2022;Motorcycles;102;S32_4485;Gifts4AllAges.com;6175559555;8616 Spinnaker Dr.;;Boston;MA;51003;USA;NA;Yoshido;Juri;Medium
10154;36;64.33;1;2315.88;15/2/2022;Shipped;4;10;2022;Ships;72;S700_2610;Boards & Toys Co.;3105552373;4097 Douglas Av.;;Glendale;CA;92561;USA;NA;Young;Leslie;Small
10396;49;100;6;5720.75;16/2/2022;Shipped;1;3;2022;Ships;122;S24_2011;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10375;37;81.87;6;3029.19;16/2/2022;Shipped;1;2;2022;Planes;91;S700_1691;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;France;EMEA;Labrune;Janine;Medium
10273;50;85.75;1;4287.5;18/2/2022;Shipped;3;7;2022;Vintage Cars;105;S18_3856;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Medium
10363;21;100;15;2447.76;18/2/2022;Shipped;1;1;2022;Classic Cars;61;S24_3371;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Small
10167;32;63.12;3;2019.84;18/2/2022;Cancelled;4;10;2022;Vintage Cars;65;S24_3420;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small
10357;32;100;10;5691.84;19/2/2022;Shipped;4;12;2022;Classic Cars;214;S10_1949;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10304;46;98;5;4508;19/2/2022;Shipped;4;10;2022;Trucks and Buses;116;S18_1097;Auto Assoc. & Cie.;30.59.8555;67, avenue de l'Europe;;Versailles;;78000;France;EMEA;Tonini;Daniel;Medium
10386;29;85.76;13;2487.04;19/2/2022;Resolved;1;3;2022;Ships;90;S700_2047;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10106;39;40.15;6;1565.85;20/2/2022;Shipped;1;2;2022;Vintage Cars;43;S50_1341;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small
10221;33;100;3;4417.38;21/2/2022;Shipped;1;2;2022;Vintage Cars;136;S18_3140;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Medium
10320;31;100;3;6876.11;22/2/2022;Shipped;4;11;2022;Classic Cars;194;S12_1099;Volvo Model Replicas, Co;0921-12 3555;Berguvsv„gen  8;;Lule;;S-958 22;Sweden;EMEA;Berglund;Christina;Medium
10123;34;100;4;5331.88;22/2/2022;Shipped;2;5;2022;Classic Cars;141;S18_3685;Atelier graphique;40.32.2555;54, rue Royale;;Nantes;;44000;France;EMEA;Schmitt;Carine;Medium
10124;46;33.23;4;1528.58;23/2/2022;Shipped;2;5;2022;Vintage Cars;41;S24_3969;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;NA;King;Sue;Small
10259;30;49.22;10;1476.6;24/2/2022;Shipped;2;6;2022;Trucks and Buses;60;S18_2432;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small
10344;30;100;3;3928.2;25/2/2022;Shipped;4;11;2022;Vintage Cars;127;S18_2325;Marseille Mini Autos;91.24.4555;12, rue des Bouchers;;Marseille;;13008;France;EMEA;Lebihan;Laurence;Medium
10270;38;100;11;4775.08;25/2/2022;Shipped;3;7;2022;Vintage Cars;104;S18_3136;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Australia;APAC;Huxley;Adrian;Medium
10192;37;69.82;4;2583.34;25/2/2022;Shipped;4;11;2022;Classic Cars;73;S24_1046;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;NA;Young;Valarie;Small
10412;21;52.6;2;1104.6;25/2/2022;Shipped;2;5;2022;Classic Cars;57;S24_1444;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10337;21;100;6;2296.77;25/2/2022;Shipped;4;11;2022;Trains;58;S50_1514;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;USA;NA;Hernandez;Maria;Small
10232;48;95.8;8;4598.4;26/2/2022;Shipped;1;3;2022;Trains;100;S18_3259;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;UK;EMEA;Bennett;Helen;Medium
10142;33;100;6;3366;26/2/2022;Shipped;3;8;2022;Ships;122;S24_2011;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10140;36;100;6;4114.8;26/2/2022;Shipped;3;7;2022;Classic Cars;101;S700_2824;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;NA;Hirano;Juri;Medium
10287;21;100;12;3432.24;27/2/2022;Shipped;3;8;2022;Classic Cars;194;S12_1099;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Medium
10108;26;68.35;9;1777.1;27/2/2022;Shipped;1;3;2022;Classic Cars;80;S18_3278;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Small
10301;22;96.37;2;2120.14;28/2/2022;Shipped;4;10;2022;Classic Cars;107;S24_3432;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Small
10194;21;93.34;10;1960.14;1/3/2022;Shipped;4;11;2022;Trucks and Buses;116;S18_1097;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;France;EMEA;Saveley;Mary;Small
10169;34;100;12;3920.88;1/3/2022;Shipped;4;11;2022;Motorcycles;102;S32_4485;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Medium
10150;20;100;1;3191.2;2/3/2022;Shipped;3;9;2022;Classic Cars;147;S10_4962;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Medium
10221;23;80.67;5;1855.41;2/3/2022;Shipped;1;2;2022;Trains;100;S18_3259;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Small
10280;35;100;17;3704.05;2/3/2022;Shipped;3;8;2022;Vintage Cars;92;S18_4409;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Medium
10291;29;51.82;9;1502.78;2/3/2022;Shipped;3;9;2022;Vintage Cars;50;S18_4668;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small
10371;26;100;1;4044.04;2/3/2022;Shipped;1;1;2022;Trucks and Buses;96;S32_1268;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10164;49;54.94;5;2692.06;2/3/2022;Resolved;4;10;2022;Trucks and Buses;64;S32_3522;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Small
10299;39;55.95;3;2182.05;3/3/2022;Shipped;3;9;2022;Motorcycles;62;S18_3782;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Small
10288;36;66.14;11;2381.04;3/3/2022;Shipped;3;9;2022;Classic Cars;73;S24_1046;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small
10162;37;38.98;7;1442.26;3/3/2022;Shipped;4;10;2022;Vintage Cars;41;S24_3969;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;NA;Brown;Julie;Small
10285;39;78.92;2;3077.88;3/3/2022;Shipped;3;8;2022;Motorcycles;81;S50_4713;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;NA;Hernandez;Marta;Medium
10265;49;100;1;8427.02;4/3/2022;Shipped;3;7;2022;Classic Cars;146;S18_3482;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Australia;APAC;Connery;Sean;Large
10328;33;100;11;4072.2;4/3/2022;Shipped;4;11;2022;Planes;118;S700_2834;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Medium
10142;49;98.25;1;4814.25;5/3/2022;Shipped;3;8;2022;Vintage Cars;88;S24_3151;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10167;40;41.71;4;1668.4;5/3/2022;Cancelled;4;10;2022;Planes;49;S72_1253;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small
10231;42;100;2;8378.58;6/3/2022;Shipped;1;3;2022;Classic Cars;207;S12_1108;CAF Imports;+34 913 728 555;Merchants House, 27-30 Merchant's Quay;;Madrid;;28023;Spain;EMEA;Fernandez;Jesus;Large
10380;32;100;1;3376.64;6/3/2022;Shipped;1;2;2022;Vintage Cars;92;S18_4409;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10184;46;100;5;7381.16;7/3/2022;Shipped;4;11;2022;Classic Cars;163;S18_2238;Iberia Gift Imports, Corp.;(95) 555 82 82;C/ Romero, 33;;Sevilla;;41101;Spain;EMEA;Roel;Jose Pedro;Large
10143;27;60.97;8;1646.19;7/3/2022;Shipped;3;8;2022;Planes;68;S24_2841;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;USA;NA;Tam;Wing C;Small
10271;22;100;1;3070.54;7/3/2022;Shipped;3;7;2022;Classic Cars;118;S24_4048;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10165;44;100;3;8594.52;8/3/2022;Shipped;4;10;2022;Classic Cars;207;S12_1108;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Large
10169;36;100;4;4444.92;8/3/2022;Shipped;4;11;2022;Classic Cars;146;S18_3482;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Medium
10141;40;94.62;1;3784.8;9/3/2022;Shipped;3;8;2022;Classic Cars;118;S24_4048;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Medium
10398;34;71.67;13;2436.78;10/3/2022;Shipped;1;3;2022;Vintage Cars;65;S24_3420;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small
10212;49;100;13;6949.67;10/3/2022;Shipped;1;1;2022;Classic Cars;140;S24_3856;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10159;49;100;14;5205.27;12/3/2022;Shipped;4;10;2022;Motorcycles;95;S10_1678;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;NA;Brown;Julie;Medium
10160;38;88.55;4;3364.9;12/3/2022;Shipped;4;10;2022;Classic Cars;77;S18_1889;Men 'R' US Retailers, Ltd.;2155554369;6047 Douglas Av.;;Los Angeles;CA;;USA;NA;Chandler;Michael;Medium
10392;36;100;1;4035.96;12/3/2022;Shipped;1;3;2022;Vintage Cars;99;S18_3320;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Medium
10358;41;100;6;6847;12/3/2022;Shipped;4;12;2022;Vintage Cars;97;S24_4258;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10153;31;57.41;13;1779.71;12/3/2022;Shipped;3;9;2022;Trains;58;S50_1514;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10299;23;100;9;2597.39;13/3/2022;Shipped;3;9;2022;Motorcycles;95;S10_1678;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Small
10358;42;64.16;9;2694.72;13/3/2022;Shipped;4;12;2022;Trucks and Buses;118;S12_4473;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10371;25;97.27;12;2431.75;13/3/2022;Shipped;1;1;2022;Classic Cars;57;S24_1444;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10178;21;72.12;11;1514.52;13/3/2022;Shipped;4;11;2022;Vintage Cars;83;S24_3816;Alpha Cognac;61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;31000;France;EMEA;Roulet;Annette;Small
10185;21;54;3;1134;13/3/2022;Shipped;4;11;2022;Ships;66;S700_1138;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;USA;NA;Tam;Wing C;Small
;;;;;;;;;;;;;;;;;;;;;;;;
10388;50;44.51;5;2225.5;14/3/2022;Shipped;1;3;2022;Motorcycles;118;S10_2016;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;USA;NA;Benitez;Violeta;Small
10228;33;100;6;3406.59;14/3/2022;Shipped;1;3;2022;Vintage Cars;97;S24_4258;Cambridge Collectables Co.;6175555555;4658 Baden Av.;;Cambridge;MA;51247;USA;NA;Tseng;Kyung;Medium
10294;45;100;1;4692.6;14/3/2022;Shipped;3;9;2022;Ships;99;S700_3962;Online Mini Collectables;6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;58339;USA;NA;Barajas;Miguel;Medium
10262;35;71.07;7;2487.45;14/3/2022;Cancelled;2;6;2022;Planes;74;S700_4002;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10119;35;90.57;10;3169.95;15/3/2022;Shipped;2;4;2022;Vintage Cars;83;S24_3816;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Medium
10291;48;100;5;5288.64;17/3/2022;Shipped;3;9;2022;Trucks and Buses;121;S18_4600;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Medium
10401;11;100;8;1135.31;17/3/2022;On Hold;2;4;2022;Planes;91;S700_1691;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;NA;Brown;William;Small
10281;25;100;13;2938.5;18/3/2022;Shipped;3;8;2022;Trucks and Buses;136;S12_1666;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;NA;Yu;Kyung;Small
10306;32;100;9;3759.04;19/3/2022;Shipped;4;10;2022;Vintage Cars;136;S18_3140;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Medium
10227;24;48.38;5;1161.12;19/3/2022;Shipped;1;3;2022;Vintage Cars;44;S24_2022;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;France;EMEA;Saveley;Mary;Small
10159;22;100;16;4132.7;20/3/2022;Shipped;4;10;2022;Motorcycles;193;S10_4698;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;NA;Brown;Julie;Medium
10181;27;100;14;5411.07;21/3/2022;Shipped;4;11;2022;Classic Cars;194;S12_1099;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Medium
10193;46;53.37;6;2455.02;22/3/2022;Shipped;4;11;2022;Vintage Cars;53;S18_1367;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Australia;APAC;Connery;Sean;Small
10117;26;100;5;3551.34;22/3/2022;Shipped;2;4;2022;Vintage Cars;136;S18_3140;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Medium
10226;48;92.09;2;4420.32;23/3/2022;Shipped;1;2;2022;Classic Cars;107;S24_3432;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;USA;NA;Thompson;Valarie;Medium
10205;36;100;2;3735.72;24/3/2022;Shipped;4;12;2022;Vintage Cars;102;S18_1342;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10386;25;54.57;7;1364.25;24/3/2022;Resolved;1;3;2022;Planes;157;S18_1662;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10207;44;100;6;7060.24;24/3/2022;Shipped;4;12;2022;Classic Cars;163;S18_2238;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;USA;NA;Franco;Valarie;Large
10235;33;60.05;12;1981.65;24/3/2022;Shipped;2;4;2022;Planes;68;S24_3949;Royal Canadian Collectables, Ltd.;(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;T2F 8M4;Canada;NA;Lincoln;Elizabeth;Small
10398;22;67.41;4;1483.02;24/3/2022;Shipped;1;3;2022;Vintage Cars;68;S32_4289;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small
10103;42;100;6;4460.82;24/3/2022;Shipped;1;1;2022;Classic Cars;101;S700_2824;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Medium
10324;33;37.48;10;1236.84;25/3/2022;Shipped;4;11;2022;Trucks and Buses;122;S18_2319;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;NA;Frick;Michael;Small
10423;21;89.29;5;1875.09;25/3/2022;In Process;2;5;2022;Vintage Cars;99;S18_3320;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Small
10226;38;100;4;4161.38;26/3/2022;Shipped;1;2;2022;Classic Cars;124;S18_1589;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;USA;NA;Thompson;Valarie;Medium
10246;29;100;10;3520.6;26/3/2022;Shipped;2;5;2022;Trucks and Buses;127;S24_2300;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10120;24;100;15;2584.8;26/3/2022;Shipped;2;4;2022;Planes;99;S700_2466;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Small
10296;36;100;7;5676.84;27/3/2022;Shipped;3;9;2022;Planes;157;S18_1662;Bavarian Collectables Imports, Co.;+49 89 61 08 9555;Hansastr. 15;;Munich;;80686;Germany;EMEA;Donnermeyer;Michael;Medium
10145;20;100;13;2752.6;27/3/2022;Shipped;3;8;2022;Planes;118;S700_2834;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;NA;Young;Julie;Small
10341;45;79.65;2;3584.25;28/3/2022;Shipped;4;11;2022;Classic Cars;194;S12_1099;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Medium
10356;50;50.18;9;2509;28/3/2022;Shipped;4;12;2022;Vintage Cars;102;S18_1342;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Small
10353;48;68.8;4;3302.4;29/3/2022;Shipped;4;12;2022;Planes;118;S700_2834;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;NA;Lewis;Dan;Medium
10140;37;100;11;7374.1;30/3/2022;Shipped;3;7;2022;Classic Cars;214;S10_1949;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;NA;Hirano;Juri;Large
10341;32;100;6;3307.2;30/3/2022;Shipped;4;11;2022;Motorcycles;69;S24_2360;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Medium
10124;32;72.7;10;2326.4;30/3/2022;Shipped;2;5;2022;Classic Cars;90;S24_2766;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;NA;King;Sue;Small
10322;27;100;9;4784.13;31/3/2022;Shipped;4;11;2022;Trucks and Buses;136;S12_1666;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;NA;Young;Valarie;Medium
10164;21;100;2;3536.82;1/4/2022;Resolved;4;10;2022;Classic Cars;147;S10_4962;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Medium
10175;28;100;6;2969.96;1/4/2022;Shipped;4;11;2022;Trucks and Buses;127;S24_2300;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;UK;EMEA;Brown;Ann;Small
10370;35;65.63;4;2297.05;2/4/2022;Shipped;1;1;2022;Classic Cars;147;S10_4962;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Small
10336;38;100;3;6372.6;4/4/2022;Shipped;4;11;2022;Trucks and Buses;118;S12_4473;La Corne D'abondance, Co.;(1) 42.34.2555;265, boulevard Charonne;;Paris;;75012;France;EMEA;Bertrand;Marie;Medium
10372;25;84.71;5;2117.75;4/4/2022;Shipped;1;1;2022;Trains;100;S18_3259;Tokyo Collectables, Ltd;+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;106-0032;Japan;Japan;Shimamura;Akiko;Small
10161;36;100;10;5544;4/4/2022;Shipped;4;10;2022;Classic Cars;141;S18_3685;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Medium
10390;41;44.56;11;1826.96;4/4/2022;Shipped;1;3;2022;Motorcycles;40;S32_2206;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10372;37;100;8;3910.53;5/4/2022;Shipped;1;1;2022;Ships;122;S24_2011;Tokyo Collectables, Ltd;+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;106-0032;Japan;Japan;Shimamura;Akiko;Medium
10395;45;100;3;8977.05;5/4/2022;Shipped;1;3;2022;Trains;58;S50_1514;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Large
10226;24;100;5;3231.36;6/4/2022;Shipped;1;2;2022;Classic Cars;132;S18_2870;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;USA;NA;Thompson;Valarie;Medium
10398;33;100;11;4215.09;7/4/2022;Shipped;1;3;2022;Planes;157;S18_1662;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium
10159;42;51.48;18;2162.16;7/4/2022;Shipped;4;10;2022;Motorcycles;60;S18_2625;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;NA;Brown;Julie;Small
10321;27;100;7;2851.2;8/4/2022;Shipped;4;11;2022;Classic Cars;132;S18_2870;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;USA;NA;Benitez;Violeta;Small
10342;30;100;4;5029.5;8/4/2022;Shipped;4;11;2022;Classic Cars;169;S18_3232;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Medium
