ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE
10131;35;67.14;5;2349.9;21/2/2021;Shipped;2;6;2021;Planes;68;S24_2841;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;NA;Lewis;Dan;Small
10261;34;62;4;2108;21/2/2021;Shipped;2;6;2021;Ships;66;S700_1138;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;NA;Fresnisre;Jean;Small
10210;40;49.67;3;1986.8;22/2/2021;Shipped;1;1;2021;Motorcycles;60;S18_2625;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Small
10165;27;31.82;13;859.14;22/2/2021;Shipped;4;10;2021;Classic Cars;35;S24_2840;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Small
10337;36;71.89;7;2588.04;23/2/2021;Shipped;4;11;2021;Ships;99;S700_3962;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;USA;NA;Hernandez;Maria;Small
10332;20;87.96;5;1759.2;24/2/2021;Shipped;4;11;2021;Classic Cars;50;S24_1628;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Small
10408;15;36.93;1;553.95;24/2/2021;Shipped;2;4;2021;Vintage Cars;41;S24_3969;Tokyo Collectables, Ltd;+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;106-0032;Japan;Japan;Shimamura;Akiko;Small
10186;32;89.46;7;2862.72;25/2/2021;Shipped;4;11;2021;Ships;86;S18_3029;Double Decker Gift Stores, Ltd;(171) 555-7555;120 Hanover Sq.;;London;;WA1 1DP;UK;EMEA;Hardy;Thomas;Small
10104;24;100;8;3457.92;26/2/2021;Shipped;1;1;2021;Classic Cars;163;S18_2238;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10285;39;70.08;11;2733.12;26/2/2021;Shipped;3;8;2021;Motorcycles;76;S24_2000;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;NA;Hernandez;Marta;Small
10333;31;90.17;5;2795.27;27/2/2021;Shipped;4;11;2021;Vintage Cars;101;S18_2949;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;NA;Murphy;Julie;Small
10411;35;59.87;7;2095.45;27/2/2021;Shipped;2;5;2021;Vintage Cars;50;S18_4668;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;NA;Fresnisre;Jean;Small
10386;33;41.71;11;1376.43;27/2/2021;Resolved;1;3;2021;Planes;109;S24_1785;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10324;27;100;12;3155.49;28/2/2021;Shipped;4;11;2021;Classic Cars;169;S18_3232;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;NA;Frick;Michael;Medium
10382;39;100;2;7827.3;28/2/2021;Shipped;1;2;2021;Vintage Cars;50;S18_4668;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Large
10115;46;100;5;5723.78;1/3/2021;Shipped;2;4;2021;Trucks and Buses;118;S12_4473;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;USA;NA;Hernandez;Maria;Medium
10297;25;82.79;4;2069.75;1/3/2021;Shipped;3;9;2021;Planes;84;S18_2581;Clover Collections, Co.;+353 1862 1555;25 Maiden Lane;Floor No. 4;Dublin;;2;Ireland;EMEA;Cassidy;Dean;Small
10304;46;100;7;4613.8;1/3/2021;Shipped;4;10;2021;Vintage Cars;101;S18_2949;Auto Assoc. & Cie.;30.59.8555;67, avenue de l'Europe;;Versailles;;78000;France;EMEA;Tonini;Daniel;Medium
10214;20;34.19;3;683.8;1/3/2021;Shipped;1;1;2021;Vintage Cars;33;S24_1937;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart¡n;Small
10391;24;100;1;4042.08;1/3/2021;Shipped;1;3;2021;Vintage Cars;44;S24_2022;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Medium
10151;43;100;2;7110.91;2/3/2021;Shipped;3;9;2021;Classic Cars;163;S18_2238;Oulu Toy Supplies, Inc.;981-443655;Torikatu 38;;Oulu;;90110;Finland;EMEA;Koskitalo;Pirkko;Large
10332;26;100;17;2979.08;2/3/2021;Shipped;4;11;2021;Vintage Cars;62;S18_2957;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Small
10288;29;38.17;1;1106.93;2/3/2021;Shipped;3;9;2021;Vintage Cars;33;S24_1937;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small
10148;31;73.62;5;2282.22;2/3/2021;Shipped;3;9;2021;Classic Cars;85;S24_3191;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Australia;APAC;O'Hara;Anna;Small
10342;48;62.45;10;2997.6;2/3/2021;Shipped;4;11;2021;Classic Cars;61;S24_3371;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Small
10380;34;100;11;3953.18;2/3/2021;Shipped;1;2;2021;Classic Cars;107;S24_3432;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10301;50;100;11;7723.5;2/3/2021;Shipped;4;10;2021;Classic Cars;140;S24_3856;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Large
10389;36;70.26;7;2529.36;3/3/2021;Shipped;1;3;2021;Classic Cars;79;S12_3990;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small
10111;33;99.66;6;3288.78;3/3/2021;Shipped;1;3;2021;Vintage Cars;102;S18_1342;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;NA;Murphy;Julie;Medium
10181;42;100;2;5435.64;3/3/2021;Shipped;4;11;2021;Classic Cars;124;S18_1589;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Medium
10212;40;100;7;4910.4;3/3/2021;Shipped;1;1;2021;Classic Cars;132;S18_2870;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10181;22;100;16;3395.48;3/3/2021;Shipped;4;11;2021;Classic Cars;146;S18_3482;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Medium
10330;37;100;3;4405.22;3/3/2021;Shipped;4;11;2021;Classic Cars;146;S18_3482;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Medium
10208;45;87.77;8;3949.65;3/3/2021;Shipped;1;1;2021;Vintage Cars;87;S18_4522;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;France;EMEA;Saveley;Mary;Medium
10368;46;37.34;3;1717.64;3/3/2021;Shipped;1;1;2021;Vintage Cars;41;S24_3969;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10353;46;81.17;5;3733.82;3/3/2021;Shipped;4;12;2021;Motorcycles;99;S32_1374;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;NA;Lewis;Dan;Medium
10162;45;51.21;1;2304.45;4/3/2021;Shipped;4;10;2021;Vintage Cars;53;S18_1367;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;NA;Brown;Julie;Small
10407;42;72.65;1;3051.3;4/3/2021;On Hold;2;4;2021;Vintage Cars;60;S18_2248;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;NA;Frick;Sue;Medium
10183;21;100;2;2441.04;4/3/2021;Shipped;4;11;2021;Trucks and Buses;121;S18_4600;Classic Gift Ideas, Inc;2155554695;782 First Street;;Philadelphia;PA;71270;USA;NA;Cervantes;Francisca;Small
10302;49;100;5;5298.86;4/3/2021;Shipped;4;10;2021;Classic Cars;90;S24_2766;UK Collectables, Ltd.;(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;WX1 6LT;UK;EMEA;Devon;Elizabeth;Medium
10282;43;86.61;2;3724.23;4/3/2021;Shipped;3;8;2021;Ships;86;S700_1938;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10175;48;100;4;5891.04;7/3/2021;Shipped;4;11;2021;Trucks and Buses;122;S18_2319;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;UK;EMEA;Brown;Ann;Medium
10311;43;100;10;5278.68;8/3/2021;Shipped;4;10;2021;Classic Cars;132;S18_2870;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10291;28;100;6;3256.96;8/3/2021;Shipped;3;9;2021;Classic Cars;101;S700_2824;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Medium
10248;23;65.52;9;1506.96;8/3/2021;Cancelled;2;5;2021;Ships;54;S72_3212;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;NA;Yu;Kwai;Small
10168;49;100;11;6433.7;9/3/2021;Shipped;4;10;2021;Planes;109;S24_1785;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;NA;Hirano;Juri;Medium
10416;23;91.34;9;2100.82;9/3/2021;Shipped;2;5;2021;Planes;91;S700_1691;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small
10215;27;89.38;10;2413.26;10/3/2021;Shipped;1;1;2021;Vintage Cars;102;S18_1342;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;USA;NA;Thompson;Steve;Small
10180;21;93.56;5;1964.76;10/3/2021;Shipped;4;11;2021;Motorcycles;81;S50_4713;Daedalus Designs Imports;20.16.1555;184, chausse de Tournai;;Lille;;59000;France;EMEA;Rance;Martine;Small
10373;22;86.74;5;1908.28;11/3/2021;Shipped;1;1;2021;Ships;86;S18_3029;Oulu Toy Supplies, Inc.;981-443655;Torikatu 38;;Oulu;;90110;Finland;EMEA;Koskitalo;Pirkko;Small
10304;26;85.87;8;2232.62;11/3/2021;Shipped;4;10;2021;Vintage Cars;104;S18_3136;Auto Assoc. & Cie.;30.59.8555;67, avenue de l'Europe;;Versailles;;78000;France;EMEA;Tonini;Daniel;Small
10263;24;75.35;11;1808.4;11/3/2021;Shipped;2;6;2021;Planes;72;S24_4278;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;NA;King;Julie;Small
10373;37;100;8;4025.6;11/3/2021;Shipped;1;1;2021;Ships;99;S700_3962;Oulu Toy Supplies, Inc.;981-443655;Torikatu 38;;Oulu;;90110;Finland;EMEA;Koskitalo;Pirkko;Medium
10314;36;100;4;6913.8;12/3/2021;Shipped;4;10;2021;Classic Cars;173;S12_3891;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Medium
10102;39;100;2;4808.31;12/3/2021;Shipped;1;1;2021;Vintage Cars;102;S18_1342;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;NA;Frick;Michael;Medium
10227;46;100;7;7017.76;12/3/2021;Shipped;1;3;2021;Vintage Cars;127;S18_2325;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;France;EMEA;Saveley;Mary;Large
10326;32;100;6;3807.68;12/3/2021;Shipped;4;11;2021;Trains;100;S18_3259;Volvo Model Replicas, Co;0921-12 3555;Berguvsv„gen  8;;Lule;;S-958 22;Sweden;EMEA;Berglund;Christina;Medium
10135;42;100;9;5432.7;12/3/2021;Shipped;3;7;2021;Classic Cars;146;S18_3482;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10342;26;55.95;8;1454.7;12/3/2021;Shipped;4;11;2021;Motorcycles;62;S18_3782;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Small
10261;20;89.53;9;1790.6;12/3/2021;Shipped;2;6;2021;Vintage Cars;87;S18_4522;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;NA;Fresnisre;Jean;Small
10324;38;100;6;6832.02;12/3/2021;Shipped;4;11;2021;Vintage Cars;50;S18_4668;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;NA;Frick;Michael;Medium
10280;45;47.49;11;2137.05;12/3/2021;Shipped;3;8;2021;Vintage Cars;44;S24_2022;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Small
17887;34;100;11;3566.94;3/8/2021;Shipped;1;3;2021;Vintage Cars;92;S18_4409;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;France;EMEA;Saveley;Mary;Medium
10292;35;55.07;1;1927.45;12/3/2021;Shipped;3;9;2021;Trains;58;S50_1514;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;NA;Yu;Kwai;Small
10361;20;72.55;13;1451;13/3/2021;Shipped;4;12;2021;Motorcycles;95;S10_1678;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Australia;APAC;Huxley;Adrian;Small
10126;21;100;8;2439.57;13/3/2021;Shipped;2;5;2021;Trucks and Buses;136;S12_1666;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart¡n;Small
10253;40;100;6;6773.6;13/3/2021;Cancelled;2;6;2021;Classic Cars;169;S18_3232;UK Collectables, Ltd.;(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;WX1 6LT;UK;EMEA;Devon;Elizabeth;Medium
10306;34;60.34;15;2051.56;13/3/2021;Shipped;4;10;2021;Trains;58;S50_1514;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Small
10271;50;100;4;9169;14/3/2021;Shipped;3;7;2021;Classic Cars;163;S18_2238;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Large
10211;41;42.24;9;1731.84;14/3/2021;Shipped;1;1;2021;Motorcycles;40;S32_2206;Auto Canal Petit;(1) 47.55.6555;25, rue Lauriston;;Paris;;75016;France;EMEA;Perrier;Dominique;Small
10364;48;48.28;1;2317.44;14/3/2021;Shipped;1;1;2021;Motorcycles;40;S32_2206;Marseille Mini Autos;91.24.4555;12, rue des Bouchers;;Marseille;;13008;France;EMEA;Lebihan;Laurence;Small
10232;48;96.16;1;4615.68;14/3/2021;Shipped;1;3;2021;Ships;100;S700_3505;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;UK;EMEA;Bennett;Helen;Medium
10162;37;27.22;5;1007.14;15/3/2021;Shipped;4;10;2021;Vintage Cars;33;S24_1937;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;NA;Brown;Julie;Small
10188;48;100;1;5512.32;16/3/2021;Shipped;4;11;2021;Motorcycles;95;S10_1678;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Medium
10400;34;100;1;6433.82;16/3/2021;Shipped;2;4;2021;Planes;157;S18_1662;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;NA;Frick;Sue;Medium
10383;22;91.76;2;2018.72;16/3/2021;Shipped;1;2;2021;Classic Cars;57;S24_1444;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Small
10273;21;100;14;2146.2;16/3/2021;Shipped;3;7;2021;Ships;86;S700_1938;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Small
10250;45;100;14;8160.3;17/3/2021;Shipped;2;5;2021;Planes;157;S18_1662;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;NA;Frick;Sue;Large
10347;48;100;9;4814.4;17/3/2021;Shipped;4;11;2021;Vintage Cars;101;S18_2949;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Medium
10353;40;44.51;7;1780.4;17/3/2021;Shipped;4;12;2021;Vintage Cars;68;S32_4289;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;NA;Lewis;Dan;Small
10222;31;62.67;15;1942.77;17/3/2021;Shipped;1;2;2021;Ships;66;S700_1138;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;USA;NA;Thompson;Valarie;Small
10305;38;100;5;4773.18;18/3/2021;Shipped;4;10;2021;Trucks and Buses;118;S12_4473;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;NA;Hernandez;Marta;Medium
10312;48;100;17;8078.4;18/3/2021;Shipped;4;10;2021;Vintage Cars;170;S18_1749;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Large
10419;34;90.17;14;3065.78;19/3/2021;Shipped;2;5;2021;Classic Cars;79;S12_3990;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Medium
10407;59;100;11;7048.14;19/3/2021;On Hold;2;4;2021;Classic Cars;124;S18_1589;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;NA;Frick;Sue;Large
10185;28;64.43;6;1804.04;19/3/2021;Shipped;4;11;2021;Ships;54;S72_3212;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;USA;NA;Tam;Wing C;Small
10402;59;87.6;3;5168.4;20/3/2021;Shipped;2;4;2021;Motorcycles;76;S24_2000;Auto Canal Petit;(1) 47.55.6555;25, rue Lauriston;;Paris;;75016;France;EMEA;Perrier;Dominique;Medium
10309;24;56.1;2;1346.4;20/3/2021;Shipped;4;10;2021;Motorcycles;69;S24_2360;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Small
10411;27;69.16;5;1867.32;20/3/2021;Shipped;2;5;2021;Trucks and Buses;64;S32_3522;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canada;NA;Fresnisre;Jean;Small
10299;44;80.55;5;3544.2;20/3/2021;Shipped;3;9;2021;Motorcycles;81;S50_4713;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Medium
10119;38;65.77;12;2499.26;20/3/2021;Shipped;2;4;2021;Ships;72;S700_2610;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Small
10263;47;100;9;5465.16;20/3/2021;Shipped;2;6;2021;Planes;118;S700_2834;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;NA;King;Julie;Medium
10312;25;44.21;9;1105.25;21/3/2021;Shipped;4;10;2021;Vintage Cars;53;S18_1367;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Small
10230;45;100;5;4737.15;21/3/2021;Shipped;1;3;2021;Classic Cars;118;S24_4048;Blauer See Auto, Co.;+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;60528;Germany;EMEA;Keitel;Roland;Medium
10305;36;100;1;4641.48;22/3/2021;Shipped;4;10;2021;Classic Cars;118;S24_4048;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;NA;Hernandez;Marta;Medium
10319;31;81.73;7;2533.63;23/3/2021;Shipped;4;11;2021;Motorcycles;69;S24_2360;Microscale Inc.;2125551957;5290 North Pendale Street;Suite 200;NYC;NY;10022;USA;NA;Kuo;Kee;Small
10197;22;86.38;5;1900.36;23/3/2021;Shipped;4;11;2021;Vintage Cars;83;S24_3816;Enaco Distributors;(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Small
10309;28;88.68;1;2483.04;23/3/2021;Shipped;4;10;2021;Motorcycles;81;S50_4713;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Small
10417;56;100;4;9218.16;24/3/2021;Disputed;2;5;2021;Motorcycles;193;S10_4698;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Large
10342;39;40.4;9;1575.6;24/3/2021;Shipped;4;11;2021;Classic Cars;37;S24_2972;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Small
10225;35;100;14;5260.15;25/3/2021;Shipped;1;2;2021;Classic Cars;148;S18_4721;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Medium
10110;32;50.25;6;1608;26/3/2021;Shipped;1;3;2021;Vintage Cars;60;S18_2248;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Small
10223;47;100;4;5422.39;27/3/2021;Shipped;1;2;2021;Motorcycles;118;S10_2016;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Australia;APAC;Ferguson;Peter;Medium
10134;43;83.03;7;3570.29;27/3/2021;Shipped;3;7;2021;Motorcycles;76;S24_2000;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Medium
10368;40;100;2;4107.2;27/3/2021;Shipped;1;1;2021;Classic Cars;90;S24_2766;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;NA;Nelson;Valarie;Medium
10340;55;100;2;6482.85;27/3/2021;Shipped;4;11;2021;Motorcycles;99;S32_1374;Enaco Distributors;(93) 203 4555;Rambla de Catalu¤a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Medium
10321;28;100;8;4232.76;28/3/2021;Shipped;4;11;2021;Classic Cars;141;S18_3685;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;USA;NA;Benitez;Violeta;Medium
10174;49;44.78;2;2194.22;28/3/2021;Shipped;4;11;2021;Vintage Cars;50;S18_4668;Australian Gift Network, Co;61-7-3844-6555;31 Duncan St. West End;;South Brisbane;Queensland;4101;Australia;APAC;Calaghan;Tony;Small
10400;64;100;9;9661.44;30/3/2021;Shipped;2;4;2021;Classic Cars;136;S10_4757;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;NA;Frick;Sue;Large
10247;27;100;1;4157.73;30/3/2021;Shipped;2;5;2021;Classic Cars;173;S12_3891;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Medium
10311;41;81.91;1;3358.31;30/3/2021;Shipped;4;10;2021;Vintage Cars;92;S18_4409;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Medium
10324;25;69.16;14;1729;30/3/2021;Shipped;4;11;2021;Classic Cars;57;S24_1444;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;USA;NA;Frick;Michael;Small
10407;76;94.5;6;7182;30/3/2021;On Hold;2;4;2021;Classic Cars;90;S24_2766;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;NA;Frick;Sue;Large
10291;30;100;4;3855.9;31/3/2021;Shipped;3;9;2021;Classic Cars;147;S10_4962;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Medium
10193;21;100;14;3141.6;31/3/2021;Shipped;4;11;2021;Vintage Cars;170;S18_1749;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Australia;APAC;Connery;Sean;Medium
10227;29;100;4;5579.02;31/3/2021;Shipped;1;3;2021;Vintage Cars;168;S18_2795;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;France;EMEA;Saveley;Mary;Medium
10149;42;94.25;2;3958.5;31/3/2021;Shipped;3;9;2021;Vintage Cars;99;S18_3320;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;USA;NA;Taylor;Sue;Medium
10122;42;100;10;7599.9;1/4/2021;Shipped;2;5;2021;Classic Cars;194;S12_1099;Marseille Mini Autos;91.24.4555;12, rue des Bouchers;;Marseille;;13008;France;EMEA;Lebihan;Laurence;Large
10222;49;94.62;10;4636.38;1/4/2021;Shipped;1;2;2021;Ships;86;S18_3029;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;USA;NA;Thompson;Valarie;Medium
10110;43;78.15;11;3360.45;1/4/2021;Shipped;1;3;2021;Classic Cars;90;S24_2766;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;UK;EMEA;Ashworth;Victoria;Medium
